description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id,candidate,gene_set_scope,intersection_genes,intersection_evidence_codes
"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",11154,36511,59,"[[""IDA"", ""IPI"", ""IBA"", ""IEA""], [""IPI"", ""ISS"", ""IBA"", ""IEA""], [""IDA"", ""ISS"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IBA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""ISS"", ""TAS"", ""IEA""], [], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [""IDA"", ""IBA""], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA""], [""IDA"", ""IEA""], [""ISA""], [""ISS"", ""TAS"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IBA"", ""TAS"", ""IEA""], [""IDA"", ""ISO"", ""IBA"", ""NAS"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IEA""], [""IDA"", ""ISO"", ""IBA"", ""NAS"", ""IEA""], [""IDA"", ""IEA""], [""IDA"", ""IGI"", ""IEA""], [], [""IDA"", ""IPI"", ""TAS"", ""IEA""], [], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [""IBA"", ""NAS""], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [""ISS"", ""IBA"", ""TAS"", ""IEA""], [""IDA"", ""HDA"", ""IEA""], [], [], [""NAS""], [], [], [], [""IEA""], [], [], [""IDA"", ""IBA"", ""IEA""], [""IDA""], [""IDA"", ""IBA"", ""IEA""], [""IDA""], [""IEA""], [], [""IBA"", ""IEA""], [], [], [], [], [""IDA"", ""IEA""], [""IDA""], [""IDA""], [""IDA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [""IDA"", ""IMP"", ""IEA""], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [""IDA"", ""IBA""], [""IDA"", ""IPI"", ""IBA"", ""NAS"", ""IEA""], [""IBA""], [""IDA"", ""IEA""], [""IPI"", ""IEA""]]",membraneless organelle,GO:0043228,1.4566168041694702e-12,"[""GO:0043226""]",0.7662337662337663,query_1,77,0.015277058518902124,True,GO:CC,3862,1842,11,Mocetinostat,disease_up_drug_down,332 | 51659 | 5888 | 5347 | 890 | 699 | 55388 | 55355 | 22974 | 55723 | 26586 | 3835 | 29127 | 79080 | 6790 | 10112 | 9133 | 7153 | 2305 | 991 | 9928 | 7272 | 64151 | 9787 | 55165 | 23397 | 10460 | 2146 | 6839 | 220134 | 5982 | 25855 | 11130 | 56992 | 2237 | 55215 | 10921 | 51491 | 27000 | 4085 | 79728 | 9898 | 80346 | 57109 | 990 | 5901 | 10926 | 899 | 6491 | 55299 | 10528 | 8480 | 54606 | 23649 | 54962 | 55055 | 9238 | 79902 | 55839,IDA | IPI | IBA | IEA | ISS | TAS | IMP | ISA | ISO | NAS | IGI | HDA
"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",11154,36515,59,"[[""IDA"", ""IPI"", ""IBA"", ""IEA""], [""IPI"", ""ISS"", ""IBA"", ""IEA""], [""IDA"", ""ISS"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IBA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""ISS"", ""TAS"", ""IEA""], [], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [""IDA"", ""IBA""], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA""], [""IDA"", ""IEA""], [""ISA""], [""ISS"", ""TAS"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IBA"", ""TAS"", ""IEA""], [""IDA"", ""ISO"", ""IBA"", ""NAS"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IEA""], [""IDA"", ""ISO"", ""IBA"", ""NAS"", ""IEA""], [""IDA"", ""IEA""], [""IDA"", ""IGI"", ""IEA""], [], [""IDA"", ""IPI"", ""TAS"", ""IEA""], [], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [""IBA"", ""NAS""], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [""ISS"", ""IBA"", ""TAS"", ""IEA""], [""IDA"", ""HDA"", ""IEA""], [], [], [""NAS""], [], [], [], [""IEA""], [], [], [""IDA"", ""IBA"", ""IEA""], [""IDA""], [""IDA"", ""IBA"", ""IEA""], [""IDA""], [""IEA""], [], [""IBA"", ""IEA""], [], [], [], [], [""IDA"", ""IEA""], [""IDA""], [""IDA""], [""IDA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [""IDA"", ""IMP"", ""IEA""], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [""IDA"", ""IBA""], [""IDA"", ""IPI"", ""IBA"", ""NAS"", ""IEA""], [""IBA""], [""IDA"", ""IEA""], [""IPI"", ""IEA""]]",intracellular membraneless organelle,GO:0043232,1.4566168041694702e-12,"[""GO:0043228"", ""GO:0043229""]",0.7662337662337663,query_1,77,0.015277058518902124,True,GO:CC,3862,1846,11,Mocetinostat,disease_up_drug_down,332 | 51659 | 5888 | 5347 | 890 | 699 | 55388 | 55355 | 22974 | 55723 | 26586 | 3835 | 29127 | 79080 | 6790 | 10112 | 9133 | 7153 | 2305 | 991 | 9928 | 7272 | 64151 | 9787 | 55165 | 23397 | 10460 | 2146 | 6839 | 220134 | 5982 | 25855 | 11130 | 56992 | 2237 | 55215 | 10921 | 51491 | 27000 | 4085 | 79728 | 9898 | 80346 | 57109 | 990 | 5901 | 10926 | 899 | 6491 | 55299 | 10528 | 8480 | 54606 | 23649 | 54962 | 55055 | 9238 | 79902 | 55839,IDA | IPI | IBA | IEA | ISS | TAS | IMP | ISA | ISO | NAS | IGI | HDA
"""A multisubunit complex that is located at the centromeric region of DNA and provides an attachment point for the spindle microtubules."" [GOC:elh]",11154,34753,14,"[[""IDA"", ""IBA"", ""IEA""], [], [], [""IDA"", ""IBA"", ""IEA""], [], [""IDA"", ""IBA"", ""IEA""], [], [""IDA""], [], [], [], [], [""TAS""], [], [], [], [""IBA""], [], [], [], [], [""ISS"", ""IEA""], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [], [], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [""IDA"", ""IEA""], [""IPI"", ""IEA""]]",kinetochore,GO:0000776,2.020700491880428e-12,"[""GO:0000779"", ""GO:0043232"", ""GO:0099080""]",0.18181818181818182,query_1,77,0.11475409836065574,True,GO:CC,122,84,11,Mocetinostat,disease_up_drug_down,332 | 5347 | 699 | 55355 | 3835 | 6790 | 991 | 7272 | 220134 | 11130 | 4085 | 55055 | 79902 | 55839,IDA | IBA | IEA | TAS | ISS | IPI | NAS
"""Any process that modulates the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",11154,30570,18,"[[""NAS""], [], [], [""IDA"", ""IMP"", ""TAS""], [], [""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""IBA""], [], [], [""TAS""], [], [], [], [], [""IDA"", ""NAS""], [""IMP""], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [""NAS""], [], [], [], [""IEA""], [], [], [], [""IMP""], [], [], [], [""IDA"", ""IBA""], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [], [], [], [], [""IDA"", ""IBA""], [], [], [], [], [""IMP"", ""IBA"", ""TAS""], [], [], [], [""IDA""], [], [], [], [], [], [], [], [""IMP"", ""IBA"", ""IEA""], [], [], []]",regulation of mitotic cell cycle phase transition,GO:1901990,2.385645077817708e-12,"[""GO:0007346"", ""GO:0044772"", ""GO:1901987""]",0.23376623376623376,query_1,77,0.0728744939271255,True,GO:BP,247,20447,19,Mocetinostat,disease_up_drug_down,332 | 5347 | 699 | 11065 | 6790 | 991 | 9928 | 7272 | 9787 | 2146 | 220134 | 11130 | 6241 | 4085 | 993 | 990 | 6491 | 55055,NAS | IDA | IMP | TAS | IBA | IEA
"""Any process that modulates the frequency, rate or extent of the cell cycle process in which a cell progresses from metaphase to anaphase during mitosis, triggered by the activation of the anaphase promoting complex by Cdc20/Sleepy homolog which results in the degradation of Securin."" [GOC:mah]",11154,16359,12,"[[""NAS""], [], [], [""IDA"", ""IMP""], [], [""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [""IDA"", ""IBA""], [], [], [], [], [], [], [], [""IDA"", ""NAS""], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [""NAS""], [], [], [], [], [], [], [], [""IMP""], [], [], [], [""IDA"", ""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [""IMP"", ""IBA"", ""IEA""], [], [], []]",regulation of mitotic metaphase/anaphase transition,GO:0030071,2.7118502695398516e-12,"[""GO:0007091"", ""GO:1901990"", ""GO:1902099""]",0.15584415584415584,query_1,77,0.16666666666666666,True,GO:BP,72,6236,19,Mocetinostat,disease_up_drug_down,332 | 5347 | 699 | 11065 | 991 | 7272 | 9787 | 220134 | 11130 | 4085 | 990 | 55055,NAS | IDA | IMP | IBA | TAS | IEA
"""Any process that modulates the frequency, rate or extent of metaphase/anaphase transition of cell cycle."" [GOC:mtg_cell_cycle, GOC:TermGenie]",11154,30649,12,"[[""NAS""], [], [], [""IDA"", ""IMP""], [], [""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [""IDA"", ""IBA""], [], [], [], [], [], [], [], [""IDA"", ""NAS""], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [""NAS""], [], [], [], [], [], [], [], [""IMP""], [], [], [], [""IDA"", ""ISS"", ""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [""IMP"", ""IBA"", ""IEA""], [], [], []]",regulation of metaphase/anaphase transition of cell cycle,GO:1902099,3.708121619333106e-12,"[""GO:0033045"", ""GO:0044784"", ""GO:1901987""]",0.15584415584415584,query_1,77,0.16216216216216217,True,GO:BP,74,20526,19,Mocetinostat,disease_up_drug_down,332 | 5347 | 699 | 11065 | 991 | 7272 | 9787 | 220134 | 11130 | 4085 | 990 | 55055,NAS | IDA | IMP | IBA | TAS | IEA | ISS
"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the spindle, the array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during DNA segregation and serves to move the duplicated chromosomes apart."" [GOC:go_curators, GOC:mah]",11154,12640,15,"[[""IBA"", ""NAS""], [], [], [""IDA"", ""IBA"", ""TAS""], [], [], [], [], [""IDA"", ""ISS"", ""IEA""], [], [], [], [], [], [""IDA"", ""IBA""], [], [""IMP"", ""IBA"", ""IEA""], [], [""IEA""], [], [], [""IEA""], [], [""TAS""], [], [""IBA""], [], [], [""IMP"", ""IEA""], [], [], [], [], [""ISS""], [], [], [], [], [""ISS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""TAS""], [], [], [""IMP"", ""IBA"", ""NAS""], [], [], [""IMP""], [], [], [], [], [], [], [], []]",spindle organization,GO:0007051,4.659494544147759e-12,"[""GO:0000226"", ""GO:0022402""]",0.19480519480519481,query_1,77,0.09803921568627451,True,GO:BP,153,2517,19,Mocetinostat,disease_up_drug_down,332 | 5347 | 22974 | 29127 | 6790 | 9133 | 991 | 7272 | 9787 | 10460 | 220134 | 56992 | 5901 | 6491 | 8480,IBA | NAS | IDA | TAS | ISS | IEA | IMP
"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a chromosome."" [GOC:mah]",11154,17606,16,"[[""NAS""], [], [], [""IDA"", ""IMP"", ""TAS""], [], [""IDA"", ""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [""IDA"", ""IBA""], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""ISS"", ""NAS"", ""IEA""], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [""IDA""], [""NAS""], [], [""IDA""], [""IMP""], [], [], [], [], [""IMP""], [], [], [], [""IDA"", ""ISS"", ""IBA""], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [""IMP"", ""IBA"", ""IEA""], [], [], []]",regulation of chromosome organization,GO:0033044,5.316885593303851e-12,"[""GO:0033043"", ""GO:0051276""]",0.2077922077922078,query_1,77,0.0855614973262032,True,GO:BP,187,7483,19,Mocetinostat,disease_up_drug_down,332 | 5347 | 699 | 11065 | 991 | 7272 | 64151 | 9787 | 23397 | 10460 | 220134 | 11130 | 2237 | 4085 | 990 | 55055,NAS | IDA | IMP | TAS | IBA | IEA | ISS
"""Any microtubule cytoskeleton organization that is involved in mitosis."" [GO_REF:0000060, GOC:TermGenie, PMID:18799626]",11154,31132,14,"[[""IBA"", ""NAS""], [], [], [""IDA"", ""IBA"", ""TAS""], [], [], [], [], [""IDA"", ""ISS"", ""IEA""], [], [], [], [], [], [""IDA"", ""IBA""], [], [""IBA"", ""IEA""], [], [], [], [], [""IEA""], [], [""TAS""], [], [""IBA""], [], [], [""IMP"", ""IEA""], [], [], [], [], [], [], [], [], [], [""ISS""], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [""TAS""], [], [], [""IMP"", ""IBA"", ""NAS""], [], [], [""IMP""], [], [], [], [], [], [], [], []]",microtubule cytoskeleton organization involved in mitosis,GO:1902850,6.136938310956382e-12,"[""GO:0000226"", ""GO:1903047""]",0.18181818181818182,query_1,77,0.11023622047244094,True,GO:BP,127,21009,19,Mocetinostat,disease_up_drug_down,332 | 5347 | 22974 | 29127 | 6790 | 991 | 7272 | 9787 | 10460 | 56992 | 4085 | 5901 | 6491 | 8480,IBA | NAS | IDA | TAS | ISS | IEA | IMP
"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the microtubule spindle during a mitotic cell cycle."" [GOC:go_curators, GOC:mah]",11154,12641,13,"[[""IBA"", ""NAS""], [], [], [""IDA"", ""IBA"", ""TAS""], [], [], [], [], [""IDA"", ""ISS"", ""IEA""], [], [], [], [], [], [""IDA"", ""IBA""], [], [""IBA"", ""IEA""], [], [], [], [], [""IEA""], [], [""TAS""], [], [""IBA""], [], [], [""IMP"", ""IEA""], [], [], [], [], [], [], [], [], [], [""ISS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""TAS""], [], [], [""IMP"", ""IBA"", ""NAS""], [], [], [""IMP""], [], [], [], [], [], [], [], []]",mitotic spindle organization,GO:0007052,6.216300338074115e-12,"[""GO:0007051"", ""GO:1902850""]",0.16883116883116883,query_1,77,0.12871287128712872,True,GO:BP,101,2518,19,Mocetinostat,disease_up_drug_down,332 | 5347 | 22974 | 29127 | 6790 | 991 | 7272 | 9787 | 10460 | 56992 | 5901 | 6491 | 8480,IBA | NAS | IDA | TAS | ISS | IEA | IMP
"""That part of the nuclear content other than the chromosomes or the nucleolus."" [GOC:ma, ISBN:0124325653]",11154,34916,52,"[[""TAS""], [""IPI"", ""ISS"", ""IBA"", ""TAS""], [""IDA"", ""TAS""], [""TAS""], [""IDA"", ""TAS""], [""IDA""], [""IDA"", ""TAS""], [""IDA"", ""TAS""], [""IDA"", ""TAS""], [], [""IDA""], [], [""IDA""], [""TAS""], [""IDA""], [""IDA""], [""IDA"", ""TAS""], [""IDA"", ""TAS""], [], [""IDA"", ""TAS"", ""IEA""], [""TAS""], [""IDA"", ""TAS""], [], [], [], [], [], [""IDA""], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [""TAS"", ""IEA""], [""TAS""], [""IDA""], [""TAS""], [], [""IBA"", ""TAS"", ""NAS"", ""IEA""], [""IDA"", ""IBA""], [], [""IDA"", ""TAS"", ""IEA""], [""IDA""], [""IDA"", ""TAS""], [""IDA"", ""TAS""], [""IDA"", ""TAS""], [""IDA""], [""TAS""], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [""IDA""], [""TAS""], [""IDA"", ""IBA""], [""IDA"", ""IBA"", ""TAS""], [], [], [], [""TAS""], [], [], [], [""IDA""], [""IDA"", ""TAS""], [""IDA"", ""TAS""], [""IDA"", ""TAS"", ""IEA""], [""IDA""], [""IDA""], [], [""TAS"", ""IEA""], [""IDA""], [], [""IDA"", ""IPI"", ""IBA"", ""TAS"", ""IEA""], [], [""TAS""], [], [], [""IDA""], [""IDA"", ""IBA"", ""TAS""]]",nucleoplasm,GO:0005654,7.641639572931764e-12,"[""GO:0031981"", ""GO:0110165""]",0.6753246753246753,query_1,77,0.016866688290626014,True,GO:CC,3083,247,11,Mocetinostat,disease_up_drug_down,332 | 51659 | 5888 | 5347 | 890 | 699 | 55388 | 55355 | 22974 | 55723 | 3835 | 11065 | 29127 | 79080 | 6790 | 10112 | 7153 | 2305 | 991 | 23397 | 2146 | 6839 | 27338 | 220134 | 5982 | 25855 | 11130 | 2237 | 6241 | 3978 | 55215 | 22827 | 23234 | 6636 | 10921 | 51491 | 27000 | 4085 | 79728 | 993 | 57109 | 990 | 5901 | 10926 | 899 | 6491 | 10528 | 8480 | 23649 | 54962 | 79902 | 55839,TAS | IPI | ISS | IBA | IDA | IEA | NAS
"""The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins."" [GOC:jl, ISBN:0395825172]",11154,35356,30,"[[""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IBA""], [], [], [], [""IDA"", ""ISS"", ""TAS"", ""IEA""], [], [], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA""], [""IDA""], [], [""TAS"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""TAS""], [], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IEA""], [], [""IDA"", ""IEA""], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [""ISS"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IEA""], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [""IDA""], [""IDA""], [], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [], [], [""IMP"", ""IEA""], [], [""IDA""], [], [], [""NAS""], [], [""IDA"", ""IEA""], []]",microtubule cytoskeleton,GO:0015630,7.746797162959025e-12,"[""GO:0005856""]",0.38961038961038963,query_1,77,0.031023784901758014,True,GO:CC,967,687,11,Mocetinostat,disease_up_drug_down,332 | 5888 | 5347 | 890 | 22974 | 26586 | 3835 | 29127 | 6790 | 10112 | 9133 | 7153 | 991 | 9928 | 7272 | 9787 | 55165 | 10460 | 220134 | 56992 | 4085 | 80346 | 990 | 5901 | 899 | 6491 | 8480 | 23649 | 55055 | 79902,IDA | IPI | IBA | IEA | ISS | TAS | IMP | NAS
"""Any process that modulates the rate or extent of progress through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]",11154,12842,20,"[[""NAS"", ""IEA""], [], [], [""IDA"", ""IMP"", ""TAS""], [], [""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""IBA""], [], [], [""ISS"", ""TAS""], [], [], [], [], [""IDA"", ""NAS""], [""IMP""], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [""IBA"", ""NAS""], [], [], [], [""IEA""], [], [], [], [""IMP""], [], [""IBA""], [], [""IDA"", ""IBA"", ""IEA""], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""IBA"", ""NAS"", ""IEA""], [], [], [], [], [""IDA"", ""IBA""], [], [], [], [], [""IMP"", ""IBA"", ""TAS""], [], [], [], [""IDA""], [], [], [], [], [], [], [""IMP""], [""IMP"", ""IBA"", ""IEA""], [], [], []]",regulation of mitotic cell cycle,GO:0007346,2.4688656096400194e-11,"[""GO:0000278"", ""GO:0051726""]",0.2597402597402597,query_1,77,0.05305039787798409,True,GO:BP,377,2719,19,Mocetinostat,disease_up_drug_down,332 | 5347 | 699 | 11065 | 6790 | 991 | 9928 | 7272 | 9787 | 2146 | 220134 | 1164 | 11130 | 6241 | 4085 | 993 | 990 | 6491 | 54962 | 55055,NAS | IEA | IDA | IMP | TAS | IBA | ISS
M Phase,11154,40722,18,"[[""REAC""], [], [], [""REAC""], [], [""REAC""], [], [], [], [], [], [], [], [""REAC""], [], [], [], [""REAC""], [""REAC""], [], [], [""REAC""], [], [], [""REAC""], [], [], [""REAC""], [], [], [], [], [""REAC""], [""REAC""], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [""REAC""], [], [], [], [], [""REAC""], [], [""REAC""], [""REAC""]]",M Phase,REAC:R-HSA-68886,3.566021952147653e-11,"[""REAC:R-HSA-69278""]",0.23376623376623376,query_1,77,0.06451612903225806,True,REAC,279,1398,48,Mocetinostat,disease_up_drug_down,332 | 5347 | 699 | 11065 | 10112 | 9133 | 991 | 64151 | 23397 | 27338 | 220134 | 11130 | 4085 | 5901 | 8480 | 55055 | 79902 | 55839,REAC
Mitotic Spindle Checkpoint,11154,40875,12,"[[""REAC""], [], [], [""REAC""], [], [""REAC""], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [""REAC""], [""REAC""], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [""REAC""], [""REAC""]]",Mitotic Spindle Checkpoint,REAC:R-HSA-69618,3.777187097478647e-11,"[""REAC:R-HSA-69620""]",0.15584415584415584,query_1,77,0.13953488372093023,True,REAC,86,1551,48,Mocetinostat,disease_up_drug_down,332 | 5347 | 699 | 11065 | 991 | 27338 | 220134 | 11130 | 4085 | 55055 | 79902 | 55839,REAC
"""A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information."" [ISBN:0198547684]",11154,34948,34,"[[""IDA"", ""IBA"", ""IEA""], [""IPI"", ""ISS"", ""IBA"", ""IEA""], [""IDA"", ""ISS"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [], [""IDA"", ""IBA"", ""IEA""], [""IBA""], [""IDA"", ""IBA"", ""IEA""], [], [], [""IDA"", ""IBA"", ""IEA""], [], [""TAS"", ""IEA""], [], [], [""IDA""], [""IBA""], [], [], [""IDA"", ""IEA""], [""ISA""], [""ISS"", ""IEA""], [], [""IBA"", ""IEA""], [""IDA"", ""ISO"", ""IBA"", ""NAS"", ""IEA""], [], [], [""IDA"", ""ISO"", ""IBA"", ""NAS"", ""IEA""], [], [""IDA"", ""IGI"", ""IEA""], [], [""IDA"", ""TAS"", ""IEA""], [], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [""IBA"", ""NAS""], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [], [""IDA"", ""HDA""], [], [], [""NAS""], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [""IEA""], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [""IDA""], [], [], [], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [""IDA"", ""IBA""], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [""IDA"", ""IEA""], [""IPI"", ""IEA""]]",chromosome,GO:0005694,4.9605606030403896e-11,"[""GO:0043232""]",0.44155844155844154,query_1,77,0.024981631153563555,True,GO:CC,1361,279,11,Mocetinostat,disease_up_drug_down,332 | 51659 | 5888 | 5347 | 699 | 55388 | 55355 | 55723 | 3835 | 79080 | 6790 | 7153 | 2305 | 991 | 7272 | 64151 | 23397 | 2146 | 6839 | 220134 | 5982 | 25855 | 11130 | 2237 | 55215 | 4085 | 9898 | 5901 | 55299 | 23649 | 54962 | 55055 | 79902 | 55839,IDA | IBA | IEA | IPI | ISS | TAS | ISA | ISO | NAS | IGI | HDA
"""Any process that modulates the frequency, rate or extent of mitosis."" [GOC:go_curators]",11154,12662,12,"[[""NAS""], [], [], [""IMP""], [], [""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [""IDA""], [], [], [""TAS""], [], [], [], [], [""IDA"", ""NAS""], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [""NAS""], [], [], [], [], [], [], [], [""IMP""], [], [], [], [""IDA"", ""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP"", ""IBA"", ""IEA""], [], [], []]",regulation of mitotic nuclear division,GO:0007088,6.066524231619596e-11,"[""GO:0007346"", ""GO:0010564"", ""GO:0051783"", ""GO:0140014""]",0.15584415584415584,query_1,77,0.1276595744680851,True,GO:BP,94,2539,19,Mocetinostat,disease_up_drug_down,332 | 5347 | 699 | 11065 | 6790 | 991 | 7272 | 9787 | 220134 | 11130 | 4085 | 55055,NAS | IMP | IBA | TAS | IEA | IDA
